medicine_name,indication,contraindications,pregnancy_category,source,pregnancy_risk
oxycodone hydrochloride and acetaminophen,pain,"hepatic impairment, severe renal impairment, hypersensitivity to oxycodone or acetaminophen, concurrent MAOIs, concurrent mixed agonist/antagonist opioids, concurrent CYP3A4 inhibitors, pregnancy, severe respiratory depression in patients with chronic pulmonary disease, acute or severe bronchial asthma in an unmonitored setting, head injury, intracranial hypertension,",C,drugsdotcom,MEDIUM
oxymorphone,pain,"renal failure, respiratory depression, biliary obstruction, severe hepatic impairment, hypersensitivity, concurrent MAOIs, pregnancy, concurrent CYP3A4 inhibitors, concurrent CYP2D6 inhibitors, concurrent benzodiazepines, concurrent opioids, concurrent sedatives.",C,drugsdotcom,MEDIUM
pantoprazole (intravenous route),gerd (heartburn),"hepatic impairment, severe renal impairment, hypersensitivity to proton pump inhibitors, concurrent clopidogrel, concurrent atazanavir, concurrent rilpivirine, pregnancy (category C), concurrent warfarin, concurrent tacrolimus, concurrent mycophenolate mofetil",B,drugsdotcom,LOW
pantoprazole (oral/injection),gerd (heartburn),lupus,B,drugsdotcom,LOW
paracetamol,pain and fever,"hepatic impairment, severe renal failure, severe hypersensitivity, concurrent warfarin, concurrent MAOIs, severe asthma, severe bleeding disorders, pregnancy with severe liver disease, pregnancy with severe asthma, pregnancy with bleeding disorders.",C,drugdata,MEDIUM
"paracetamol brand names: panadol, calpol, tylenol , alvedon",pain,"hepatic impairment, severe renal failure, hypersensitivity, concurrent MAOIs, concurrent warfarin, severe alcohol dependence, severe liver disease, severe kidney disease, severe heart failure, severe asthma, severe bleeding disorders, severe porphyria, severe hypothyroidism, severe hypoglycemia, severe adrenal insufficiency, severe kidney disease, severe liver cirrhosis, severe",C,drugsdotcom,MEDIUM
pentafluoropropane and tetrafluoroethane,pain,"hepatic impairment, renal failure, severe respiratory disease, concurrent sedatives or opioids, pregnancy, hypersensitivity to local anesthetics, concurrent MAOIs, severe cardiovascular disease.",N,drugsdotcom,UNKNOWN
perampanel,seizures,"renal impairment, severe hepatic impairment, hypersensitivity to perampanel, concurrent carbamazepine, concurrent phenobarbital, concurrent phenytoin, concurrent rifampicin, pregnancy, concurrent estrogen-containing contraceptives",C,drugsdotcom,MEDIUM
perindopril,hypertension,hyperkalemia,D,drugsdotcom,HIGH
phenytoin (oral),anxiety | seizures,"hepatic impairment, renal failure, hypersensitivity to phenytoin or other hydantoins, concurrent MAOIs, pregnancy (especially during first trimester), concurrent warfarin, concurrent valproic acid.",D,drugsdotcom,HIGH
phenytoin sodium,seizures,"hepatic impairment, renal failure, hypersensitivity to phenytoin, concurrent MAOIs, pregnancy (especially during first trimester), concurrent warfarin, concurrent valproic acid, severe respiratory depression, severe cardiac disease, severe heart block, sinus bradycardia, Stokes-Adams syndrome, and concurrent isoniazid.",D,drugsdotcom,HIGH
pindolol,hypertension,"hepatic impairment, severe heart failure, hypersensitivity, concurrent beta-blockers, concurrent calcium channel blockers, pregnancy, renal failure",B,drugsdotcom,LOW
pioglitazone,type 2 diabetes,"hepatic impairment, severe heart failure, hypersensitivity to pioglitazone, concurrent insulin secretagogues, pregnancy, concurrent warfarin, concurrent NSAIDs, concurrent thiazolidinediones, severe renal impairment, concurrent fibrates.",C,drugdata,MEDIUM
pioglitazone (oral),diabetes (type 2),"hepatic impairment, congestive heart failure, hypersensitivity to pioglitazone, concurrent insulin secretagogues, pregnancy (category C), concurrent thiazolidinediones, severe renal impairment, concurrent PPARγ agonists.",C,drugsdotcom,MEDIUM
pramlintide,diabetes (type 1),hypoglycemia,C,drugsdotcom,MEDIUM
pramlintide (subcutaneous route),diabetes (type 1),depression,C,drugsdotcom,MEDIUM
pramoxine gel,pain,"renal impairment, hypersensitivity to pramoxine, concurrent use with other anesthetics or analgesics, pregnancy",N,drugsdotcom,UNKNOWN
pramoxine lotion,pain,"renal impairment, severe hepatic impairment, hypersensitivity to pramoxine, concurrent use of other local anesthetics, pregnancy",N,drugsdotcom,UNKNOWN
pramoxine topical,pain,"renal failure, severe hepatic impairment, hypersensitivity to pramoxine, concurrent use of other local anesthetics, pregnancy",N,drugsdotcom,UNKNOWN
prazosin,hypertension,"hepatic impairment, renal failure, hypersensitivity, concurrent alpha-blockers, concurrent phosphodiesterase-5 inhibitors, severe heart failure, pregnancy (especially in the 2nd and 3rd trimesters)",C,drugsdotcom,MEDIUM
prednisone,asthma | inflammatory conditions,"depression, pancreatitis",C,drugsdotcom + drugdata,MEDIUM
pregabalin,pain | neuropathic pain,"diabetes, copd, depression",C,drugsdotcom + drugdata,MEDIUM
primidone,seizures,depression,N,drugsdotcom,UNKNOWN
progesterone,seizures,"heart attack, stroke, depression",B,drugsdotcom,LOW
"promethazine (injection route, intravenous route)",hayfever,low blood pressure,C,drugsdotcom,MEDIUM
promethazine (oral),hayfever,"hepatic impairment, renal failure, severe respiratory depression, severe CNS depression, hypersensitivity to phenothiazines, concurrent MAOIs, pregnancy (especially in the first trimester), concurrent with other antihistamines or sedatives.",C,drugsdotcom,MEDIUM
promethazine (rectal),hayfever,"hepatic impairment, renal failure, severe respiratory depression with opioids, severe CNS depression with other sedatives, hypersensitivity to phenothiazines, pregnancy category C, concurrent MAOIs, concurrent tricyclic antidepressants",C,drugsdotcom,MEDIUM
propranolol,angina | hypertension,"low blood pressure, depression, asthma, bronchospasm",C,drugsdotcom + drugdata,MEDIUM
propranolol (oral route),angina | hypertension,"depression, asthma, bronchospasm",C,drugsdotcom,MEDIUM
"pyridoxine (oral route, injection route)",seizures,"renal failure, hepatic impairment, hypersensitivity, concurrent isoniazid, concurrent phenytoin, concurrent valproic acid, pregnancy (high doses may cause fetal harm)",C,drugsdotcom,MEDIUM
pyridoxine (vitamin b6),seizures,"renal failure, hepatic impairment, hypersensitivity, concurrent isoniazid, concurrent phenytoin, concurrent valproic acid, pregnancy (high doses may cause fetal harm)",C,drugsdotcom,MEDIUM
quinapril,hypertension,hyperkalemia,D,drugsdotcom,HIGH
rabeprazole,gerd (heartburn),lupus,B,drugsdotcom,LOW
ragweed pollen allergen extract,hayfever,"renal failure, severe hepatic impairment, hypersensitivity to ragweed pollen allergen extract, concurrent beta-blockers, concurrent MAOIs, pregnancy",C,drugsdotcom,MEDIUM
ramipril,hypertension,hyperkalemia,D,drugsdotcom,HIGH
ranolazine,angina,"hepatic impairment, severe renal impairment, hypersensitivity to ranolazine, concurrent P-glycoprotein inhibitors (e.g. ketoconazole, itraconazole), concurrent CYP3A inhibitors (e.g. erythromycin, clarithromycin), pregnancy category C, concurrent beta-blockers",C,drugsdotcom,MEDIUM
ranolazine (oral route),angina,depression,C,drugsdotcom,MEDIUM
repaglinide (oral),diabetes (type 2),pancreatitis,C,drugsdotcom,MEDIUM
reslizumab,asthma,"hepatic impairment, renal failure, hypersensitivity reactions, concurrent immunosuppressants, pregnancy, concurrent live vaccines",N,drugsdotcom,UNKNOWN
rifaximin,diarrhea,"hepatic impairment, severe renal impairment, hypersensitivity to rifamycin antibiotics, concurrent warfarin, pregnancy category C, concurrent cyclosporine.",C,drugsdotcom,MEDIUM
rosiglitazone,diabetes (type 2) | type 2 diabetes,depression,C,drugsdotcom + drugdata,MEDIUM
saccharomyces boulardii lyo,diarrhea,"renal failure, hepatic impairment, severe immunodeficiency, hypersensitivity to yeast, concurrent immunosuppressants",N,drugsdotcom,UNKNOWN
"salbutamol brand names: ventolin, airomir, asthalin, asmatol, azmasol, ... show all 8 brands salair, salamol, respigen and more",asthma,"arrhythmia, angina, low blood pressure, pregnancy, breastfeeding, asthma, depression",N,drugsdotcom,UNKNOWN
saxagliptin,diabetes (type 2),pancreatitis,B,drugsdotcom,LOW
semaglutide,diabetes (type 2) | weight loss,"diabetes, type 2 diabetes, hypoglycemia, kidney failure, depression, pancreatitis",N,drugsdotcom,UNKNOWN
"semaglutide brand names: ozempic , wegovy , rybelsus",diabetes (type 2),"diabetes, type 2 diabetes, pancreatitis",N,drugsdotcom,UNKNOWN
semaglutide injection,diabetes (type 2),"diabetes, type 2 diabetes, pancreatitis",N,drugsdotcom,UNKNOWN
sitagliptin,diabetes (type 2),"heart failure, autoimmune disease",B,drugsdotcom,LOW
spironolactone,acne | hypertension,hyperkalemia,C,drugsdotcom,MEDIUM
sucralfate (oral),gerd (heartburn),"renal failure, severe hepatic impairment, hypersensitivity to sucralfate, concurrent antacids, concurrent aluminum-containing products, severe kidney disease, severe liver disease, pregnancy (limited data, use with caution)",B,drugsdotcom,LOW
sufentanil,pain,depression,C,drugsdotcom,MEDIUM
sufentanil (sublingual route),pain,depression,C,drugsdotcom,MEDIUM
tapentadol,pain,"renal impairment, severe respiratory depression, severe liver impairment, hypersensitivity, concurrent MAOIs, concurrent tramadol, pregnancy, concurrent opioids, concurrent CNS depressants",C,drugsdotcom,MEDIUM
telmisartan,hypertension,hyperkalemia,D,drugsdotcom,HIGH
teplizumab-mzwv,diabetes (type 1),"diabetes, type 1 diabetes",N,drugsdotcom,UNKNOWN
terazosin,hypertension,"hepatic impairment, severe renal impairment, hypersensitivity to terazosin, concurrent alpha-blockers, concurrent phosphodiesterase-5 inhibitors, pregnancy, severe aortic stenosis",C,drugsdotcom,MEDIUM
tezepelumab,asthma,"hepatic impairment, renal failure, hypersensitivity to tezepelumab or any component of the formulation, concurrent immunosuppressive therapy, pregnancy, lactation.",N,drugsdotcom,UNKNOWN
tezepelumab-ekko,asthma,"hepatic impairment, renal failure, hypersensitivity to latex, concurrent immunosuppressants, pregnancy",N,drugsdotcom,UNKNOWN
thyroid desiccated,hypothyroidism,"renal failure, severe cardiovascular disease, hypersensitivity to iodine, concurrent warfarin, pregnancy in severe cases, adrenal insufficiency",A,drugsdotcom,SAFE
tiagabine,bipolar disorder | seizures,"hepatic impairment, renal failure, hypersensitivity, concurrent MAOIs, concurrent SSRIs, concurrent TCAs, pregnancy, concurrent carbamazepine, concurrent phenobarbital, concurrent phenytoin, concurrent valproic acid.",C,drugsdotcom,MEDIUM
timolol,angina,"hepatic impairment, renal failure, hypersensitivity to timolol, concurrent beta-blockers, severe heart failure, pregnancy (especially in the 2nd and 3rd trimesters), asthma, COPD, peripheral artery disease.",C,drugsdotcom,MEDIUM
timothy grass pollen allergen extract,hayfever,"renal failure, severe hepatic impairment, hypersensitivity to the extract, concurrent beta-blockers, concurrent MAOIs, concurrent tricyclic antidepressants, concurrent sympathomimetics, concurrent systemic corticosteroids",B,drugsdotcom,LOW
tirzepatide,diabetes (type 2),pancreatitis,N,drugsdotcom,UNKNOWN
tirzepatide (mown-jahr-oh),diabetes (type 2),"hypoglycemia, kidney failure, pancreatitis",N,drugsdotcom,UNKNOWN
topiramate,bipolar disorder | seizures,depression,D,drugsdotcom,HIGH
torsemide (oral/injection),hypertension,"renal failure, severe hepatic impairment, hypersensitivity to torsemide, concurrent lithium therapy, pregnancy (especially in severe hypertension), concurrent NSAIDs.",B,drugsdotcom,LOW
tramadol,anxiety | pain | moderate to severe pain,"renal impairment, hepatic impairment, severe respiratory depression, concurrent MAOIs, concurrent SSRIs, concurrent TCAs, concurrent opioids, hypersensitivity, pregnancy, epilepsy, head injury, acute alcoholism, concurrent CYP2D6 inhibitors, concurrent CYP3A4 inhibitors",C,drugsdotcom + drugdata,MEDIUM
tramadol hydrochloride,pain,"renal failure, severe hepatic impairment, hypersensitivity to tramadol or other opioids, concurrent MAOIs, concurrent SSRIs or other serotonergic agents, concurrent pimozide, concurrent carbamazepine, pregnancy (especially in third trimester), concurrent warfarin.",C,drugsdotcom,MEDIUM
trandolapril,hypertension,hyperkalemia,D,drugsdotcom,HIGH
trandolapril and verapamil,hypertension,hyperkalemia,D,drugsdotcom,HIGH
triamcinolone (injection route),hair loss | hayfever,depression,C,drugsdotcom,MEDIUM
triamcinolone (injection),asthma,depression,C,drugsdotcom,MEDIUM
triamcinolone (nasal),hayfever,"renal impairment, severe hypertension, hypersensitivity to corticosteroids, concurrent NSAIDs, live vaccines, pregnancy (especially during 1st and 3rd trimesters), concurrent potassium-sparing diuretics.",C,drugsdotcom,MEDIUM
triamcinolone (oral),asthma,"depression, pancreatitis",C,drugsdotcom,MEDIUM
trisodium citrate dihydrate,gerd (heartburn),"renal impairment, severe hepatic impairment, hypersensitivity to trisodium citrate dihydrate, concurrent antacids or calcium supplements, pregnancy risks if severe (limited data available)",C,drugsdotcom,MEDIUM
trolamine cream and lotion,osteoarthritis | pain,"renal failure, hepatic impairment, hypersensitivity to trolamine, concurrent antacids, pregnancy risks if severe, concurrent warfarin",N,drugsdotcom,UNKNOWN
valacyclovir,herpes | herpes infections,"renal impairment, hypersensitivity to valacyclovir or acyclovir, concurrent probenecid, pregnancy (category B, use with caution), lactation.",C,drugsdotcom + drugdata,MEDIUM
valsartan,hypertension,hyperkalemia,D,drugsdotcom,HIGH
verapamil (oral route),angina,"hepatic impairment, renal failure, hypersensitivity to verapamil, concurrent beta blockers, concurrent digoxin, severe left ventricular dysfunction, pregnancy (especially in the first trimester), severe hypotension.",C,drugsdotcom,MEDIUM
verapamil (oral/injection),angina,low blood pressure,C,drugsdotcom,MEDIUM
vigabatrin,seizures,anemia,C,drugsdotcom,MEDIUM
"vigabatrin brand names: sabril , vigadrone",seizures,anemia,C,drugsdotcom,MEDIUM
ziconotide,pain,depression,C,drugsdotcom,MEDIUM
zonisamide,seizures,"renal impairment, severe hepatic impairment, hypersensitivity to zonisamide, concurrent carbamazepine, concurrent valproic acid, pregnancy, concurrent MAOIs, concurrent tramadol",C,drugsdotcom,MEDIUM
pantoprazole,gerd (heartburn),"hypersensitivity, concurrent-rilpivirine, severe hepatic impairment",B,regional_enrichment_cdsco,LOW
azithromycin,bacterial infections,"hypersensitivity to macrolides, hepatic impairment, severe renal failure, concurrent ergotamine",B,regional_enrichment_cdsco,LOW
gliclazide,diabetes (type 2),"type 1 diabetes, severe renal impairment, severe hepatic impairment, pregnancy, breastfeeding, hypersensitivity to sulfonylureas",C,regional_enrichment_cdsco,MEDIUM
domperidone,vomiting,"prolactinoma, gastrointestinal hemorrhage, mechanical obstruction, hepatic impairment, concurrent strong CYP3A4 inhibitors, concurrent QT-prolonging drugs",C,regional_enrichment_cdsco,MEDIUM
berberine,diarrhea,"pregnancy, breastfeeding, neonates, hypersensitivity",X,regional_enrichment_moh_vietnam,NEVER
artesunate,malaria,"hypersensitivity, pregnancy, severe renal failure",C,regional_enrichment_moh_vietnam,MEDIUM
co-amoxiclav,bacterial infections,"hypersensitivity to penicillins, history of cholestatic jaundice or hepatic impairment with penicillin, severe renal impairment",B,regional_enrichment_fda_philippines,LOW
mebendazole,parasite,"pregnancy (first trimester), hypersensitivity, concurrent metronidazole, severe hepatic impairment",C,regional_enrichment_moh_cambodia,MEDIUM
butylscopolamine,pain,"glaucoma, megacolon, myasthenia gravis, mechanical stenosis of GI tract, tachycardia, hypersensitivity",C,regional_enrichment_latin_america_who,MEDIUM
phloroglucinol,pain,"hypersensitivity, breastfeeding",B,regional_enrichment_french_who,LOW
methotrexate,rheumatoid arthritis | cancer | psoriasis,"pregnancy, breastfeeding, renal failure, liver disease, hepatic impairment, severe anemia, thrombocytopenia, immunodeficiency, concurrent nsaids, concurrent aspirin, concurrent penicillins",X,clinical_pharmacology,NEVER
warfarin,anticoagulation,"pregnancy, bleeding disorders, severe hypertension, renal failure, hepatic impairment, concurrent aspirin, concurrent nsaids, concurrent antibiotics",X,clinical_pharmacology,NEVER
isotretinoin,acne,"pregnancy, breastfeeding, hypersensitivity, concurrent tetracyclines, concurrent vitamin a supplements",X,clinical_pharmacology,NEVER
thalidomide,multiple myeloma,"pregnancy, breastfeeding, peripheral neuropathy",X,clinical_pharmacology,NEVER
misoprostol,gastric ulcer,"pregnancy, breastfeeding, hypersensitivity to prostaglandins",X,clinical_pharmacology,NEVER
lithium,bipolar disorder,"renal failure, cardiac disease, pregnancy, breastfeeding, dehydration, concurrent nsaids, concurrent ace inhibitors, concurrent diuretics",D,clinical_pharmacology,HIGH
digoxin,heart failure | atrial fibrillation,"renal failure, hypokalemia, hypomagnesemia, bradycardia, heart block, concurrent calcium channel blockers, concurrent amiodarone, pregnancy",C,clinical_pharmacology,MEDIUM
valproate,seizures | bipolar disorder,"pregnancy, liver disease, hepatic impairment, urea cycle disorders, concurrent lamotrigine, concurrent carbamazepine",X,clinical_pharmacology,NEVER
valproic acid,seizures | bipolar disorder,"pregnancy, liver disease, hepatic impairment, urea cycle disorders, pancreatitis",X,clinical_pharmacology,NEVER
carbamazepine,seizures | bipolar disorder,"pregnancy, bone marrow suppression, hepatic impairment, concurrent maois, concurrent oral contraceptives, concurrent warfarin",D,clinical_pharmacology,HIGH
phenobarbital,seizures,"pregnancy, hepatic impairment, respiratory depression, concurrent alcohol, concurrent cns depressants",D,clinical_pharmacology,HIGH
gentamicin,bacterial infections,"renal failure, pregnancy, breastfeeding, myasthenia gravis, concurrent nephrotoxic agents, concurrent loop diuretics",D,clinical_pharmacology,HIGH
vancomycin,bacterial infections,"renal failure, pregnancy, breastfeeding, concurrent nephrotoxic agents, concurrent loop diuretics, ototoxicity",C,clinical_pharmacology,MEDIUM
chloramphenicol,bacterial infections,"pregnancy, breastfeeding, bone marrow suppression, g6pd deficiency, renal failure, hepatic impairment",D,clinical_pharmacology,HIGH
tetracycline,bacterial infections,"pregnancy, breastfeeding, children under 8 years, renal failure, hepatic impairment, concurrent antacids",D,clinical_pharmacology,HIGH
primaquine,malaria,"pregnancy, breastfeeding, g6pd deficiency, rheumatoid arthritis, lupus, concurrent hemolytic agents",C,clinical_pharmacology,MEDIUM
quinine,malaria,"pregnancy, g6pd deficiency, cardiac arrhythmia, myasthenia gravis, optic neuritis, concurrent digoxin",D,clinical_pharmacology,HIGH
ergotamine,migraine,"pregnancy, breastfeeding, peripheral vascular disease, coronary artery disease, hypertension, renal failure, hepatic impairment",X,clinical_pharmacology,NEVER
propylthiouracil,hyperthyroidism,"pregnancy, hepatic impairment, breastfeeding, concurrent anticoagulants",D,clinical_pharmacology,HIGH
spironolactone,hypertension | acne,"pregnancy, breastfeeding, hyperkalemia, renal failure, concurrent ace inhibitors, concurrent potassium supplements",C,clinical_pharmacology,MEDIUM
dexamethasone,inflammation | asthma,"pregnancy high doses, diabetes, hypertension, peptic ulcer, concurrent nsaids, concurrent live vaccines, osteoporosis",C,clinical_pharmacology,MEDIUM
ciprofloxacin,bacterial infections,"pregnancy, breastfeeding, children under 18, epilepsy, concurrent antacids, concurrent warfarin, concurrent theophylline, renal failure, hepatic impairment",C,clinical_pharmacology,MEDIUM
fluconazole,fungal infections,"pregnancy, hepatic impairment, concurrent warfarin, concurrent statins, concurrent cisapride, renal failure",D,clinical_pharmacology,HIGH
ketoconazole,fungal infections,"pregnancy, hepatic impairment, concurrent statins, concurrent cisapride, concurrent terfenadine",C,clinical_pharmacology,MEDIUM
rifampicin,tuberculosis,"pregnancy, hepatic impairment, concurrent oral contraceptives, concurrent warfarin, concurrent protease inhibitors, hepatitis",C,clinical_pharmacology,MEDIUM
isoniazid,tuberculosis,"hepatic impairment, pregnancy, concurrent alcohol, peripheral neuropathy, concurrent phenytoin",C,clinical_pharmacology,MEDIUM
calcium carbonate,gerd (heartburn),"renal impairment, severe kidney disease, hypersensitivity to calcium, concurrent levothyroxine, concurrent thiazide diuretics, concurrent digoxin, concurrent tetracyclines, concurrent quinolones, hypercalcemia, pregnancy high doses",N,clinical_pharmacology,UNKNOWN
azathioprine,autoimmune | rheumatoid arthritis,"pregnancy, breastfeeding, renal failure, hepatic impairment, concurrent allopurinol, bone marrow suppression, g6pd deficiency",D,clinical_pharmacology,HIGH
cyclophosphamide,cancer | autoimmune,"pregnancy, breastfeeding, renal failure, hepatic impairment, bone marrow suppression, concurrent live vaccines",X,clinical_pharmacology,NEVER
tacrolimus,organ transplant,"pregnancy, breastfeeding, renal failure, hepatic impairment, hyperkalemia, concurrent nephrotoxic agents, concurrent strong cyp3a4 inhibitors",C,clinical_pharmacology,MEDIUM
cyclosporine,organ transplant | rheumatoid arthritis,"pregnancy, breastfeeding, renal failure, hepatic impairment, hyperkalemia, hypertension, concurrent nephrotoxic agents, concurrent statins",C,clinical_pharmacology,MEDIUM
mycophenolate,organ transplant,"pregnancy, breastfeeding, renal failure, hepatic impairment, concurrent azathioprine, bone marrow suppression",D,clinical_pharmacology,HIGH
colchicine,gout,"pregnancy, breastfeeding, renal failure, hepatic impairment, concurrent clarithromycin, concurrent cyclosporine, concurrent statins",C,clinical_pharmacology,MEDIUM
allopurinol,gout,"pregnancy, breastfeeding, renal failure, hepatic impairment, hypersensitivity, concurrent azathioprine, concurrent mercaptopurine, concurrent warfarin",C,clinical_pharmacology,MEDIUM
doxycycline,bacterial infections | malaria,"pregnancy, breastfeeding, children under 8 years, hepatic impairment, renal failure, concurrent antacids, concurrent iron supplements, concurrent warfarin",D,clinical_pharmacology,HIGH
clindamycin,bacterial infections,"pregnancy, hepatic impairment, history of colitis, concurrent neuromuscular blocking agents, breastfeeding",B,clinical_pharmacology,LOW
metronidazole,bacterial infections | parasites,"pregnancy first trimester, breastfeeding, hepatic impairment, concurrent alcohol, concurrent warfarin, concurrent lithium, seizure disorder",C,clinical_pharmacology,MEDIUM
nitrofurantoin,urinary tract infection,"pregnancy at term, g6pd deficiency, renal failure, hepatic impairment, breastfeeding, peripheral neuropathy",B,clinical_pharmacology,LOW
trimethoprim,urinary tract infection,"pregnancy, renal failure, hepatic impairment, hyperkalemia, folate deficiency, concurrent warfarin, concurrent methotrexate",C,clinical_pharmacology,MEDIUM
sulfamethoxazole,bacterial infections,"pregnancy, g6pd deficiency, renal failure, hepatic impairment, hyperkalemia, concurrent warfarin, concurrent methotrexate",C,clinical_pharmacology,MEDIUM
ampicillin,bacterial infections,"hypersensitivity to penicillins, renal failure, hepatic impairment, concurrent allopurinol, pregnancy category b caution in severe cases",C,clinical_pharmacology,MEDIUM
ceftriaxone,bacterial infections,"hypersensitivity to cephalosporins, renal failure, hepatic impairment, neonatal hyperbilirubinemia, concurrent calcium infusions, pregnancy",C,clinical_pharmacology,MEDIUM
amiodarone,arrhythmia,"pregnancy, breastfeeding, thyroid disease, hepatic impairment, pulmonary toxicity, concurrent warfarin, concurrent digoxin, concurrent statins, iodine hypersensitivity",D,clinical_pharmacology,HIGH
simvastatin,hypercholesterolemia,"pregnancy, breastfeeding, hepatic impairment, concurrent cyclosporine, concurrent amiodarone, concurrent clarithromycin, concurrent itraconazole, myopathy",X,clinical_pharmacology,NEVER
atorvastatin,hypercholesterolemia,"pregnancy, breastfeeding, hepatic impairment, concurrent cyclosporine, concurrent clarithromycin, concurrent itraconazole, myopathy, rhabdomyolysis",X,clinical_pharmacology,NEVER
rosuvastatin,hypercholesterolemia,"pregnancy, breastfeeding, hepatic impairment, renal failure, concurrent cyclosporine, concurrent warfarin, myopathy",X,clinical_pharmacology,NEVER
clopidogrel,anticoagulation | cardiac,"pregnancy, breastfeeding, active bleeding, peptic ulcer, concurrent omeprazole, concurrent nsaids, hepatic impairment",B,clinical_pharmacology,LOW
insulin glargine,diabetes type 1 | diabetes type 2,"hypoglycemia, renal failure, hepatic impairment, concurrent beta blockers masking hypoglycemia",C,clinical_pharmacology,MEDIUM
glibenclamide,diabetes type 2,"pregnancy, breastfeeding, renal failure, hepatic impairment, g6pd deficiency, hypoglycemia, concurrent alcohol, concurrent nsaids",C,clinical_pharmacology,MEDIUM
gliclazide,diabetes type 2,"pregnancy, breastfeeding, renal failure, hepatic impairment, hypoglycemia, concurrent alcohol",C,clinical_pharmacology,MEDIUM
haloperidol,psychosis | schizophrenia,"pregnancy, breastfeeding, parkinson disease, dementia, concurrent cns depressants, concurrent alcohol, cardiac arrhythmia, prolonged qt",C,clinical_pharmacology,MEDIUM
chlorpromazine,psychosis | schizophrenia,"pregnancy, breastfeeding, hepatic impairment, cardiac arrhythmia, parkinson disease, concurrent alcohol, concurrent cns depressants",C,clinical_pharmacology,MEDIUM
diazepam,anxiety | seizures,"pregnancy, breastfeeding, hepatic impairment, renal failure, respiratory depression, concurrent alcohol, concurrent opioids, myasthenia gravis, sleep apnea",D,clinical_pharmacology,HIGH
lorazepam,anxiety | seizures,"pregnancy, breastfeeding, hepatic impairment, respiratory depression, concurrent alcohol, concurrent opioids, myasthenia gravis",D,clinical_pharmacology,HIGH
sertraline,depression,"pregnancy third trimester, breastfeeding, concurrent maois, concurrent tramadol, concurrent lithium, seizure disorder, bleeding disorders",C,clinical_pharmacology,MEDIUM
fluoxetine,depression,"pregnancy third trimester, breastfeeding, concurrent maois, concurrent tramadol, concurrent linezolid, hepatic impairment",C,clinical_pharmacology,MEDIUM
amitriptyline,depression | neuropathic pain,"pregnancy, breastfeeding, cardiac arrhythmia, concurrent maois, concurrent ssris, glaucoma, urinary retention, hepatic impairment",C,clinical_pharmacology,MEDIUM
oral contraceptive pill,contraception,"pregnancy, breastfeeding, hypertension, migraine with aura, smoking over 35 years, hepatic impairment, history of thromboembolism, concurrent rifampicin, concurrent carbamazepine, concurrent phenytoin",X,clinical_pharmacology,NEVER
levonorgestrel,emergency contraception,"pregnancy, hepatic impairment, concurrent rifampicin, concurrent carbamazepine, concurrent phenytoin",B,clinical_pharmacology,LOW
oxytocin,labour induction,"hypersensitivity, fetal distress, abnormal fetal position, placenta previa, uterine scarring, concurrent prostaglandins",C,clinical_pharmacology,MEDIUM
progesterone,hormonal support,"hepatic impairment, undiagnosed vaginal bleeding, history of thromboembolism, breast cancer, concurrent anticoagulants",B,clinical_pharmacology,LOW
morphine,severe pain,"respiratory depression, renal failure, hepatic impairment, pregnancy, breastfeeding, concurrent maois, concurrent benzodiazepines, concurrent alcohol, copd, asthma, head injury, raised intracranial pressure",C,clinical_pharmacology,MEDIUM
codeine,pain | cough,"respiratory depression, renal failure, hepatic impairment, pregnancy, breastfeeding, concurrent maois, children under 12, g6pd deficiency, concurrent alcohol",C,clinical_pharmacology,MEDIUM
tramadol,pain,"epilepsy, seizure disorder, pregnancy, breastfeeding, renal failure, hepatic impairment, concurrent maois, concurrent ssris, concurrent tricyclics",C,clinical_pharmacology,MEDIUM
diclofenac,pain | inflammation,"renal failure, hepatic impairment, peptic ulcer, pregnancy third trimester, heart failure, concurrent anticoagulants, concurrent aspirin, asthma nsaid sensitive",D,clinical_pharmacology,HIGH
theophylline,asthma | copd,"pregnancy, hepatic impairment, cardiac arrhythmia, seizure disorder, peptic ulcer, concurrent ciprofloxacin, concurrent erythromycin, concurrent rifampicin, concurrent phenytoin",C,clinical_pharmacology,MEDIUM
prednisolone,asthma | inflammation,"pregnancy high doses, diabetes, hypertension, peptic ulcer, osteoporosis, concurrent nsaids, concurrent live vaccines, tuberculosis",C,clinical_pharmacology,MEDIUM
salbutamol,asthma,"cardiac arrhythmia, hyperthyroidism, hypokalemia, concurrent beta blockers, concurrent maois, pregnancy caution",C,clinical_pharmacology,MEDIUM
ferrous sulfate,anemia,"renal failure, hemochromatosis, concurrent tetracyclines, concurrent fluoroquinolones, concurrent levothyroxine, concurrent antacids",A,clinical_pharmacology,SAFE
folic acid,anemia | pregnancy,"hypersensitivity, concurrent methotrexate, concurrent phenytoin, concurrent sulfamethoxazole",A,clinical_pharmacology,SAFE
vitamin k,bleeding disorders,"concurrent warfarin, concurrent anticoagulants, hepatic impairment",A,clinical_pharmacology,SAFE
zinc sulfate,deficiency,"renal failure, concurrent tetracyclines, concurrent fluoroquinolones, concurrent iron supplements",A,clinical_pharmacology,SAFE
chloroquine,malaria | rheumatoid arthritis,"pregnancy caution, g6pd deficiency, retinal disease, hepatic impairment, epilepsy, concurrent amiodarone, concurrent digoxin",C,clinical_pharmacology,MEDIUM
